porto_origem,porto_destino,modal_logistico,volume_carga_ton,tipo_produto,tipo_embalagem,container_type,container_size,preco_combustivel_indice,taxas_impostos_percent,cambio_brl_eur_estimado,prazo_entrega_dias,custo_total_logistico_brl,ano,mes,dia_do_ano,dia_da_semana,semana_do_ano
Chancay,Antwerp,marítimo,29.095623903170356,polpa de acerola,containerizado,Reefer,40ft,2.3384573265526183,18.15704820575953,6.225739080271936,42,136040.53337773008,2022,11,334,2,48
Chancay,Le Havre,marítimo,46.350624395555975,polpa de acerola,containerizado,Reefer,20ft,1.658526898643663,10.9864005206323,5.019195925371304,44,174794.2328927522,2023,1,11,2,2
Santa Marta,Rotterdam,marítimo,35.85663731250217,polpa de caju,containerizado,Dry,40ft,1.4380331260195365,8.789628054616266,5.843828174296617,28,145804.7360987292,2023,8,223,4,32
Suape,Hamburg,marítimo,38.49866213160053,polpa de goiaba,containerizado,Reefer,40ft,1.233092250311724,6.539316884463108,5.704107638596345,39,152580.91368638125,2023,5,148,6,21
Santa Marta,Hamburg,marítimo,42.54700386453835,polpa de caju,containerizado,Reefer,20ft,2.008526089450537,16.719898645202537,5.389394009790936,18,191989.69878295992,2024,7,188,5,27
Santa Marta,Valencia,marítimo,20.823573800203192,polpa de acerola,containerizado,Dry,40ft,1.0386804149283762,10.6810271501747,5.241542850679893,28,92398.29220046331,2024,5,143,2,21
Buenaventura,Rotterdam,marítimo,7.829410195151944,polpa de manga,containerizado,Reefer,40ft,1.6749936807549106,17.610190291816288,5.282055966936666,56,50549.043885523475,2022,9,270,1,39
Pecém,Antwerp,marítimo,33.01514614947399,polpa de acerola,containerizado,Reefer,40ft,1.825182730550836,6.173128897675431,6.087459776337067,55,134519.63230268148,2024,3,68,4,10
Santa Marta,Le Havre,marítimo,13.490253105261468,polpa de manga,containerizado,Reefer,40ft,1.5096769163204975,12.513261300112541,5.80429270121543,35,70460.363250556,2023,12,360,1,52
Pecém,Antwerp,marítimo,30.60696424980498,polpa de maracujá,containerizado,Reefer,40ft,2.124726620912509,10.211064307395512,6.471731572002419,10,143593.06116813657,2022,1,5,2,1
Santos,Hamburg,marítimo,38.27796049206791,polpa de goiaba,containerizado,Reefer,40ft,2.013490745256908,12.40668156002226,5.36484619737823,12,180251.3509359021,2024,4,121,1,18
Pecém,Antwerp,marítimo,40.263723596652646,polpa de maracujá,containerizado,Reefer,40ft,2.457098481354943,6.085668595131741,6.435356265181619,43,165852.84149595542,2022,3,78,5,11
Suape,Hamburg,marítimo,18.582760411138196,polpa de acerola,containerizado,Dry,20ft,1.7631501989345228,19.483628376668932,5.7726643390075605,34,90716.63625943614,2023,7,209,4,30
Santa Marta,Hamburg,marítimo,28.059495465619182,polpa de goiaba,containerizado,Reefer,20ft,1.8067185469440745,7.333946662859465,5.219039566473496,39,123925.05734233031,2022,5,132,3,19
Santa Marta,Hamburg,marítimo,32.943429332473656,polpa de acerola,containerizado,Reefer,20ft,1.3687589787907333,5.288052526963066,5.22226856404894,10,142961.09501947064,2023,8,236,3,34
Callao,Hamburg,multimodal,41.87663247652799,polpa de goiaba,containerizado,Reefer,40ft,1.5782258360960808,23.92578202778667,5.912851985735236,27,193416.14058219633,2024,12,336,6,48
Pecém,Hamburg,marítimo,39.26248992972263,polpa de goiaba,containerizado,Reefer,20ft,1.040290886737456,8.857527647300998,6.247134119947839,42,150038.4092905229,2022,3,89,2,13
Chancay,Valencia,marítimo,49.45888944398166,polpa de acerola,containerizado,Reefer,20ft,2.0339121828965343,21.561225968909213,6.121567287880271,18,216913.58825860746,2023,2,37,0,6
Santa Marta,Antwerp,marítimo,5.36381044385049,polpa de acerola,containerizado,Reefer,20ft,1.46743419952531,24.289411995142487,5.983441013953399,16,46305.98715708159,2022,10,296,6,42
Callao,Valencia,marítimo,24.687024838840987,polpa de goiaba,containerizado,Reefer,20ft,1.810550514500047,15.682423991375238,5.258162093732358,39,114866.72289829091,2023,9,251,4,36
Pecém,Valencia,multimodal,16.522001886925754,polpa de goiaba,containerizado,Reefer,20ft,1.3824885946164236,15.522363200950927,5.162510008656408,22,101491.30245622026,2024,3,70,6,10
Chancay,Rotterdam,marítimo,10.395202421519304,polpa de acerola,containerizado,Reefer,40ft,1.931554300509488,12.348344899668193,5.000372035562716,26,64412.08760358474,2023,2,57,6,8
Chancay,Rotterdam,aéreo,46.01818976752331,polpa de acerola,containerizado,Reefer,20ft,1.6713737394310666,13.511897295507897,5.152690791850905,22,213699.45193390216,2024,11,317,1,46
Paita,Rotterdam,aéreo,49.90829297430588,polpa de caju,containerizado,Reefer,40ft,1.7227909785794413,14.641507939066802,6.149549911225076,22,230848.1619110387,2023,7,210,5,30
Paranaguá,Le Havre,multimodal,13.126829355712564,polpa de caju,containerizado,Dry,40ft,2.4139107097229893,8.041888074412585,6.342872623983556,51,79912.21099050144,2022,5,143,0,21
Santos,Rotterdam,multimodal,6.729502676061362,polpa de caju,containerizado,Reefer,40ft,2.05924048468579,12.294734478807182,5.360525688283127,47,66668.07359960665,2024,9,263,3,38
Suape,Antwerp,aéreo,17.377450145622518,polpa de maracujá,containerizado,Reefer,20ft,1.392849603400111,21.322168852188906,6.192341360675129,46,108453.95616241377,2023,10,300,4,43
Salaverry,Valencia,marítimo,42.568786312987804,polpa de goiaba,containerizado,Reefer,40ft,1.7558827266121382,8.647962391629449,5.298273148411972,19,171900.55738439353,2022,5,145,2,21
Santa Marta,Antwerp,marítimo,18.225053743969255,polpa de manga,containerizado,Reefer,40ft,1.7000092285779675,19.59706493908231,5.3739075250373025,23,99349.91459888274,2024,10,277,3,40
Buenaventura,Rotterdam,marítimo,7.560566622392971,polpa de maracujá,containerizado,Reefer,20ft,2.192578910317546,18.031732005363814,5.336237141588304,52,51414.85227036147,2023,5,138,3,20
Pecém,Le Havre,marítimo,7.362148277886345,polpa de goiaba,containerizado,Reefer,40ft,2.2500326711443037,6.145955505653182,5.077594863573757,14,61943.37254813922,2024,3,91,6,13
Pecém,Le Havre,multimodal,24.23402610662464,polpa de manga,containerizado,Reefer,40ft,1.425164234112588,5.448577368753609,5.291091902150248,45,111866.09113825245,2022,4,104,3,15
Callao,Valencia,marítimo,46.93215753777289,polpa de caju,containerizado,Reefer,40ft,2.2317271808593544,12.05056925156698,5.560315016910964,44,190074.57133763033,2024,11,333,3,48
Callao,Antwerp,multimodal,17.866419873783435,polpa de manga,containerizado,Reefer,20ft,1.2692521079365022,18.843405542636823,5.6082045730824355,55,94964.30907694463,2022,7,198,6,28
Buenaventura,Hamburg,aéreo,24.22209563154697,polpa de acerola,containerizado,Reefer,40ft,2.1441558318065432,11.608358547213232,5.464199620839744,54,143374.2351259373,2023,8,214,2,31
Pecém,Antwerp,marítimo,9.587021242217386,polpa de acerola,containerizado,Reefer,40ft,1.373176815702041,18.35466601200988,5.7720879284658,32,53797.08542906105,2023,1,26,3,4
Cartagena,Rotterdam,marítimo,27.210775697104147,polpa de goiaba,granel,Reefer,20ft,1.4468967361199438,18.30916286055963,5.5669973487497355,14,130812.69763052426,2023,7,189,5,27
Suape,Hamburg,marítimo,36.344617892856675,polpa de maracujá,containerizado,Reefer,40ft,2.278701760283491,21.131092452485372,6.455546969261128,53,167544.369345265,2024,11,309,0,45
Pecém,Le Havre,marítimo,17.20176625297488,polpa de caju,containerizado,Reefer,20ft,1.6301122975844455,6.989712294076895,6.211025681496897,37,84873.30146705374,2023,4,113,6,16
Santa Marta,Valencia,marítimo,18.352008883790816,polpa de goiaba,containerizado,Reefer,40ft,2.485848737284444,16.542577823749273,6.396466018914383,32,103839.95202337064,2024,7,193,3,28
Paranaguá,Valencia,multimodal,42.888876143282204,polpa de caju,containerizado,Reefer,20ft,1.2279145448611617,6.2499423914662895,5.8361404193190545,51,166610.5547753371,2023,2,55,4,8
Buenaventura,Le Havre,marítimo,5.466367505622969,polpa de acerola,granel,Reefer,20ft,1.6950235570595251,8.518942805466756,6.017509443081961,43,41871.86031096196,2022,6,157,0,23
Santa Marta,Rotterdam,marítimo,33.64118188475437,polpa de maracujá,containerizado,Reefer,40ft,2.0986754963634042,11.510018057122851,5.250014562651792,40,152531.55627523415,2023,7,185,1,27
Cartagena,Le Havre,marítimo,22.724808572372762,polpa de maracujá,containerizado,Reefer,40ft,1.0080505869677612,19.147784808589318,6.129178635855698,16,116599.83326113822,2024,10,291,3,42
Suape,Rotterdam,marítimo,18.427123110266105,polpa de acerola,containerizado,Dry,20ft,1.227782917289526,24.47755950008163,5.35395666674791,16,94959.96886322714,2024,9,267,0,39
Pecém,Hamburg,marítimo,34.59172245097447,polpa de manga,containerizado,Reefer,40ft,1.0305351241164704,11.850416287718213,5.218749391601264,13,157529.87509061975,2024,8,221,3,32
Salaverry,Le Havre,marítimo,42.56008348053673,polpa de maracujá,containerizado,Reefer,40ft,2.4893167980741304,15.422889708053685,5.062789023108742,53,177234.63098352827,2022,10,289,6,41
Paita,Rotterdam,marítimo,30.127645234790315,polpa de manga,containerizado,Reefer,40ft,2.140936993632206,10.181111908448708,5.708345374402948,41,126253.48772284263,2022,7,196,4,28
Santa Marta,Hamburg,marítimo,6.399257987437521,polpa de caju,containerizado,Reefer,40ft,1.5603386466199003,18.509792412192294,5.4301838894440255,37,53593.01665745541,2023,8,233,0,34
Paranaguá,Le Havre,marítimo,25.763053587150925,polpa de maracujá,containerizado,Dry,40ft,1.2344274020451635,12.331717359008929,6.480090758954283,13,128737.55123061655,2023,6,152,3,22
Salaverry,Valencia,multimodal,25.82419734022879,polpa de acerola,containerizado,Dry,40ft,1.135574864205176,14.631923468765551,5.37475145302372,48,118186.06811876931,2024,5,135,1,20
Callao,Le Havre,marítimo,29.470932266207353,polpa de manga,containerizado,Reefer,40ft,1.797860800826368,16.356257517012576,6.299814920477981,54,131828.2523070117,2024,3,76,5,11
Santa Marta,Antwerp,marítimo,35.193150546959856,polpa de caju,containerizado,Dry,20ft,2.463836977298798,18.724846598145533,5.474658153696992,17,163900.6887270504,2024,3,85,0,13
Callao,Le Havre,marítimo,5.86932815904532,polpa de caju,containerizado,Dry,40ft,2.011916416986646,6.201033225795065,6.123690278468619,23,41918.715849570304,2022,8,228,1,33
Pecém,Antwerp,marítimo,27.590568097988772,polpa de maracujá,containerizado,Reefer,40ft,1.5477075523880943,16.098021875731874,5.989761965104558,39,125239.97528702686,2022,8,216,3,31
Callao,Hamburg,marítimo,31.473849622126583,polpa de maracujá,containerizado,Dry,40ft,1.7512764598562325,13.62328195628872,5.842675331992523,12,144776.6035872108,2024,8,218,0,32
Paranaguá,Le Havre,marítimo,20.450902388722337,polpa de goiaba,containerizado,Reefer,20ft,2.498355051909178,7.675301729593342,5.625237415181152,11,100061.02258507269,2022,1,15,5,2
Suape,Hamburg,marítimo,35.07643519656949,polpa de goiaba,containerizado,Reefer,40ft,1.7781493433266757,9.160733366627234,6.00665751926689,19,149985.92566227968,2022,2,47,2,7
Chancay,Hamburg,marítimo,15.2679972708127,polpa de maracujá,containerizado,Reefer,20ft,2.4463022286645337,22.67780182200275,5.610917525325288,15,82531.3953811637,2022,11,324,6,46
Santos,Rotterdam,marítimo,19.281754988035324,polpa de goiaba,containerizado,Reefer,20ft,1.024542578226739,22.435520182004737,5.82215035149098,16,109265.94286137185,2024,4,114,1,17
Buenaventura,Hamburg,marítimo,48.32399063409467,polpa de acerola,containerizado,Reefer,20ft,2.081444692351259,5.6666050884734975,5.8847026052539535,25,192039.12059270663,2022,5,130,1,19
Suape,Hamburg,marítimo,20.663166688751303,polpa de acerola,containerizado,Reefer,40ft,1.9407421738196748,18.788029824725044,5.401032830055686,15,101556.10670892043,2022,4,95,1,14
Chancay,Le Havre,marítimo,20.592539931458525,polpa de goiaba,containerizado,Reefer,20ft,2.0279947876859827,16.083746262747084,5.509604715958085,25,105280.14664870355,2023,9,262,1,38
Cartagena,Le Havre,marítimo,31.805628612040188,polpa de maracujá,containerizado,Reefer,40ft,1.8558506338861793,23.79631686294497,5.027075095336705,36,147994.24167613036,2024,1,25,3,4
Santa Marta,Valencia,aéreo,48.693889843702706,polpa de acerola,containerizado,Reefer,40ft,1.0662651643624836,23.160114220448314,6.278238490092177,21,231498.36353884722,2024,3,64,0,10
Santa Marta,Rotterdam,marítimo,49.238620067885016,polpa de caju,containerizado,Reefer,40ft,1.2243459032377388,16.59123825704724,6.133974716450952,31,194910.10468816734,2022,3,69,3,10
Paranaguá,Hamburg,marítimo,31.08460836543422,polpa de maracujá,containerizado,Reefer,40ft,2.3833769055028218,7.779098426370073,5.275295679954383,24,128127.8966191929,2022,1,11,1,2
Santa Marta,Rotterdam,marítimo,5.048915891221964,polpa de manga,containerizado,Reefer,20ft,1.349387512550675,14.196300473386003,5.543072675012838,31,52032.78565536773,2024,5,142,1,21
Salaverry,Antwerp,multimodal,45.529544784577986,polpa de manga,containerizado,Reefer,20ft,2.489405903990413,19.503287338580115,5.631604224513543,44,213007.71927736833,2023,7,185,1,27
Chancay,Hamburg,marítimo,30.660708405967164,polpa de maracujá,containerizado,Reefer,40ft,2.0193827265919255,24.034732701797427,5.501568038000132,57,142809.65318859057,2023,12,347,2,50
Paranaguá,Rotterdam,marítimo,21.469838373047114,polpa de goiaba,containerizado,Reefer,40ft,1.6665317351892768,12.276588115051652,6.197364209909135,59,86803.4025556739,2022,1,23,6,3
Paita,Valencia,marítimo,42.313781345717224,polpa de acerola,containerizado,Reefer,40ft,2.38007328465406,20.69342951907104,6.088131059173228,24,201142.84905912535,2024,3,85,0,13
Salaverry,Valencia,marítimo,22.99246067075923,polpa de acerola,containerizado,Reefer,40ft,2.192479284426183,18.666815065634474,6.150738095211793,32,105575.84977478173,2022,12,346,0,50
Santa Marta,Hamburg,marítimo,6.5320027790119095,polpa de maracujá,containerizado,Dry,20ft,1.643447619377353,6.5658555428452425,6.35619507640153,47,40569.88124415969,2022,10,302,5,43
Callao,Antwerp,marítimo,41.94825003756584,polpa de caju,containerizado,Reefer,40ft,1.102889458401034,16.15953700572576,5.892726883850569,58,162659.8626929551,2022,12,363,3,52
Callao,Valencia,marítimo,29.563673045889303,polpa de goiaba,containerizado,Reefer,20ft,2.302456861801751,8.670176670787717,5.921801493542081,11,131366.41937915038,2023,1,31,1,5
Salaverry,Valencia,multimodal,20.21645922008883,polpa de caju,containerizado,Reefer,40ft,2.1475598970375116,18.67098584355529,6.082901179470849,11,125271.68330261162,2022,8,218,5,31
Cartagena,Antwerp,marítimo,16.290156935923306,polpa de maracujá,containerizado,Reefer,20ft,2.1861022559360723,17.201696938812784,6.021848891976016,58,81271.58893486968,2022,5,141,5,20
Santa Marta,Rotterdam,marítimo,31.720885673694152,polpa de maracujá,containerizado,Reefer,40ft,2.1172880990883334,24.460961832676663,6.304719527598443,28,164091.2479495143,2024,8,228,3,33
Cartagena,Valencia,marítimo,14.362229670129507,polpa de caju,containerizado,Reefer,20ft,1.4136317340671243,23.70765330249619,6.1552973087668175,14,89729.93437812223,2024,9,255,2,37
Cartagena,Le Havre,marítimo,19.573289895065145,polpa de manga,containerizado,Reefer,40ft,2.288268579504006,5.187456671977624,5.180687924718213,13,102733.82291984858,2024,9,263,3,38
Chancay,Valencia,marítimo,33.64386392362926,polpa de maracujá,containerizado,Reefer,40ft,1.0033488297161632,6.600588603433993,6.39253792317168,37,145408.04019780766,2024,4,98,6,14
Buenaventura,Rotterdam,aéreo,44.66950026826694,polpa de goiaba,containerizado,Reefer,20ft,1.355914417575629,20.382686228591226,6.024648935451804,27,208141.45114745776,2023,11,318,1,46
Chancay,Rotterdam,marítimo,28.980064777621944,polpa de caju,containerizado,Dry,20ft,1.0698393982362935,18.712861459521537,5.19071888873953,49,127515.64105485768,2024,9,274,0,40
Pecém,Hamburg,aéreo,39.15978792345916,polpa de manga,containerizado,Reefer,20ft,1.16589468500344,21.01891197033783,6.157960603573899,50,177465.43579549977,2022,12,356,3,51
Santos,Le Havre,marítimo,39.33772716933689,polpa de caju,containerizado,Dry,40ft,1.798568706276258,10.336298453366473,5.537618794608807,59,149607.41786595254,2024,10,278,4,40
Salaverry,Rotterdam,marítimo,34.895927869672406,polpa de manga,containerizado,Reefer,20ft,1.0558842849115515,21.98645537524953,6.2089668680547545,40,164111.36866595194,2024,6,158,3,23
Suape,Antwerp,aéreo,16.062725195623294,polpa de manga,containerizado,Reefer,40ft,1.2720715715505693,13.848389439762718,6.4331089144853255,31,104761.75644410682,2022,5,127,5,18
Santos,Le Havre,marítimo,44.00548691676089,polpa de goiaba,containerizado,Reefer,20ft,1.3491102210862416,10.238169693488835,5.382863054163394,20,178252.69557725915,2024,10,279,5,40
Paita,Le Havre,marítimo,24.632404503780492,polpa de maracujá,containerizado,Reefer,40ft,1.9830082077058324,5.212154951697848,6.286116569127364,57,114854.34605103137,2023,8,239,6,34
Chancay,Antwerp,marítimo,6.989483477106526,polpa de manga,containerizado,Reefer,40ft,1.7032307866723477,22.427280696391875,6.160342055215908,25,58967.19876492623,2024,10,284,3,41
Chancay,Valencia,marítimo,16.007570153128633,polpa de maracujá,containerizado,Reefer,40ft,1.6876187845831874,15.706876984803449,6.006777350300701,13,86765.229552426,2022,2,51,6,7
Paranaguá,Antwerp,marítimo,39.44967593446921,polpa de goiaba,containerizado,Reefer,40ft,2.1526488313864367,24.507641675039853,5.57738081684137,30,187878.8352387542,2024,11,323,0,47
Santos,Antwerp,marítimo,8.111000111787021,polpa de maracujá,containerizado,Reefer,20ft,1.6850821181115028,19.293627791345187,5.16479314316669,50,55740.99854708778,2024,2,49,6,7
Paranaguá,Valencia,marítimo,11.631398096971004,polpa de acerola,containerizado,Reefer,40ft,1.5227331143770695,6.608342869795571,5.72584524187989,54,70813.55166422248,2024,3,84,6,12
Suape,Valencia,marítimo,36.2402067218767,polpa de manga,containerizado,Reefer,40ft,2.443676568406499,16.763823728042848,5.158499944666236,34,153693.3254761216,2023,2,55,4,8
Paranaguá,Valencia,marítimo,45.167035537739324,polpa de goiaba,containerizado,Reefer,40ft,1.0124399641567856,5.34249079646695,5.750220840317487,29,175925.33442724036,2024,9,253,0,37
Santos,Valencia,aéreo,33.517940227593655,polpa de caju,containerizado,Reefer,20ft,1.4580895001130758,16.155637084258643,6.230439906163355,17,171047.48029056587,2024,4,95,3,14
Salaverry,Valencia,marítimo,15.003097422329958,polpa de goiaba,containerizado,Reefer,40ft,1.9140890745695844,12.004033261981615,6.496457201601444,52,87647.26360522304,2024,10,295,0,43
Santa Marta,Antwerp,marítimo,7.4036193462296875,polpa de manga,containerizado,Reefer,40ft,2.174213854079208,17.86591669437531,5.297013067239663,18,65437.62958720385,2023,7,202,4,29
